"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 23 14:09:56 CST 2021","Fri Jul 23 14:09:57 CST 2021","465","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_041-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""fe70fd95f82256444d8c2c8ee5d815fe586057285efacb2038ef5f49d22e8a19"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G""
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""clusterId"": [
            ""网络ID不能为空""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626773868111,
    ""success"": false
}]",""
"failed","Fri Jul 23 14:09:37 CST 2021","Fri Jul 23 14:09:37 CST 2021","-35","testcase","test_openApi","TestOpenAPI","","","test_data_save_right[SJSL_005-{ ""data"":{""ybcode"":""zhangsan001"",""sex"":""男"",""name"":""张三""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""4fd2fe34a2670aee7167b3e74a365cdb70310f60caf85ebbbb294e838885f4ce"",
    ""legerId"": 49,
    ""chainId"":52,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": ""c2ea5a4e85a74e199c29013e1e1ad5546e4325f24a3459c5f8165f16d60abe97""
    },
    ""timestamp"": 1626765289832,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:41 CST 2021","Fri Jul 23 14:10:41 CST 2021","691","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_025-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""be683b406cfc417847597511d522f6bd8d8cae1e0b54d25132016df6f56605d3"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626771151094,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:22 CST 2021","Fri Jul 23 14:10:22 CST 2021","598","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_041-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""fe70fd95f82256444d8c2c8ee5d815fe586057285efacb2038ef5f49d22e8a19"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"":""""
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""clusterId"": [
            ""网络ID不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773825718,
    ""success"": false
}]",""
"failed","Fri Jul 23 14:09:58 CST 2021","Fri Jul 23 14:09:58 CST 2021","-29","testcase","test_openApi","TestOpenAPI","","","test_data_query_right[SJCX_002-{ ""data"":{""idcardno"":""110105200001029753""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""f3cfd8849a30defac270303d54e791d9e04b6568fec0cdc5db84c92b37a0d99e"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": {
            ""appId"": ""rRHm0G"",
            ""clusterId"": 60,
            ""chainId"": 49,
            ""legerId"": 48,
            ""orgId"": 3,
            ""details"": {
                ""birthday"": ""2000-01-02"",
                ""idcardno"": ""110105200001029753"",
                ""sex"": ""男""
            }
        }
    },
    ""timestamp"": 1626763937578,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:27 CST 2021","Fri Jul 23 14:10:28 CST 2021","800","testcase","test_openApi","TestOpenAPI","","","test_data_check_right[SJHY_006-{ ""data"":{""ybcode"":""lisi001"",""sex"":""男"",""name"":""李四""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""59b27b58b6fd4633ae9155bb071db9e9b44d53d7b695b44c02a65e4bd3a7076e"",
    ""legerId"": 49,
    ""chainId"":53,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": true
    },
    ""timestamp"": 1626765639295,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:11 CST 2021","Fri Jul 23 14:10:12 CST 2021","566","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_024-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d5fc836526c9b2a3e2e7aad5f4eead8e0ca021382200f9329b5e7752df5fb2ec"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0g"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626770837972,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:50 CST 2021","Fri Jul 23 14:09:50 CST 2021","426","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_027-{
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d4f5ba89fe04d291d36126054fbf92dd28bfd37254580f4aa9daa69a902624f6"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""data"": [
            ""data不能为空""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626772437630,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:50 CST 2021","Fri Jul 23 14:10:51 CST 2021","681","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_038-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""81d219894322ee42ba838a821af6fa6c03cee81f79a7cde5eec1ccb3df6b5414"",
    ""legerId"":48,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""chainId"": [
            ""子链ID不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626773599167,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:21 CST 2021","Fri Jul 23 14:10:22 CST 2021","633","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_040-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d7a971fd72ad6d5d5950158c362ae97398528808df7e827ea50ea797fbd23e55"",
    ""legerId"":48,
    ""chainId"":49,
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""appId"": [
            ""应用ID不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773728489,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:46 CST 2021","Fri Jul 23 14:10:47 CST 2021","698","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_033-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": """",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""sign"": [
            ""数据签名不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626773147061,
    ""success"": false
}]",""
"failed","Fri Jul 23 14:10:28 CST 2021","Fri Jul 23 14:10:28 CST 2021","-25","testcase","test_openApi","TestOpenAPI","","","test_data_check_right[SJHY_007-{ ""data"":{""idcardno"":""110105200101023500"",""sex"":""女"",""birthday"":""2000-01-02"",""name"":""不理不理""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""7acae9464c29f290fd0929dd47c5aaf159280eb36582deedc79d9cebda5cbf78"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": true
    },
    ""timestamp"": 1626765883608,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:44 CST 2021","Fri Jul 23 14:10:45 CST 2021","698","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_030-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""timestamp"": 1941761698000,
    ""sign"": ""9b02bb0b8abcfe909c973d144f3c1a7dae50646ea35be59dd88f8f23d35b2519"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""nonce"": [
            ""7位随机数不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626772715919,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:05 CST 2021","Fri Jul 23 14:10:05 CST 2021","480","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_012-{ ""data"":{""idcardno"":""110105200101023201"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""b137353b17236cdcbb1dc642415bba3d6d951a2997067e1fa662c2de1b8321a8"",
    ""legerId"": 52,
    ""chainId"":55,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626767623490,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:01 CST 2021","Fri Jul 23 14:10:01 CST 2021","635","testcase","test_openApi","TestOpenAPI","","","test_data_query_right[SJCX_006-{ ""data"":{""ybcode"":""lisi001"",""sex"":""男"",""name"":""李四""},
    ""nonce"": ""two3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""59b27b58b6fd4633ae9155bb071db9e9b44d53d7b695b44c02a65e4bd3a7076e"",
    ""legerId"": 49,
    ""chainId"":53,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 61
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": {
            ""appId"": ""rRHm0G"",
            ""chainId"": 53,
            ""clusterId"": 61,
            ""details"": {
                ""name"": ""李四"",
                ""sex"": ""男"",
                ""ybcode"": ""lisi001""
            },
            ""legerId"": 49,
            ""orgId"": 3
        }
    },
    ""timestamp"": 1626765624400,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:48 CST 2021","Fri Jul 23 14:10:49 CST 2021","682","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_035-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d564df170dcb929afe51752b221a1456fef2b4e043a850d4886eeafae4957338"",
    ""legerId"":null,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""legerId"": [
            ""账本ID不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626773325345,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:46 CST 2021","Fri Jul 23 14:09:46 CST 2021","410","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_018-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""a74adfd2b825f44b3853d39f0e246ef86ee00aeee3188cce15ac302cbcacd2d9"",
    ""legerId"": 2,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626769301368,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:19 CST 2021","Fri Jul 23 14:10:20 CST 2021","548","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_037-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""81d219894322ee42ba838a821af6fa6c03cee81f79a7cde5eec1ccb3df6b5414"",
    ""legerId"":48,
    ""chainId"":"""",
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""chainId"": [
            ""子链ID不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773527134,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:17 CST 2021","Fri Jul 23 14:10:17 CST 2021","565","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_033-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": """",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""sign"": [
            ""数据签名不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773117483,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:45 CST 2021","Fri Jul 23 14:09:45 CST 2021","403","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_016-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1626229198000,
    ""sign"": ""086a8d3571376c9f574c75c20cd77e62f12a13401bb93c8a7aa203425d5461fa"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626769002324,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:47 CST 2021","Fri Jul 23 14:10:48 CST 2021","694","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_034-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""sign"": [
            ""数据签名不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626773199654,
    ""success"": false
}]",""
"failed","Fri Jul 23 14:09:34 CST 2021","Fri Jul 23 14:09:34 CST 2021","-28","testcase","test_openApi","TestOpenAPI","","","test_data_save_right[SJSL_003-{ ""data"":{""idcardno"":""110105200001021452"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d8d1d2f27030ab36d69b155bb0825189e3b55c1873e64b122dde7c0df140acd4"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": ""48ca10e36edd138ff6d802eaa14c44323cd46c90a8186445840409c6f04c1c5e""
    },
    ""timestamp"": 1626764041829,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:38 CST 2021","Fri Jul 23 14:10:39 CST 2021","670","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_021-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""4ca34ab7b14ee55cb89b0e406f69a4b34f28a3ca84b22036d1f4aa8fb5d695ad"",
    ""legerId"":48,
    ""chainId"":54,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626770036712,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:47 CST 2021","Fri Jul 23 14:09:47 CST 2021","412","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_021-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""5fa6def7c614a76e481d97c39fc212ef0113ede892c303d809559615434898df"",
    ""legerId"":48,
    ""chainId"":100000,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626770416007,
    ""success"": false
}]",""
"failed","Fri Jul 23 14:10:23 CST 2021","Fri Jul 23 14:10:23 CST 2021","-24","testcase","test_openApi","TestOpenAPI","","","test_data_check_right[SJHY_001-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""8fa7b8c4f9dbf2e59dad8507f931fb68c925fd7801b26b7ed2551c467276dc4e"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 200,
    ""msg"": ""成功"",
    ""data"": {
        ""data"": true
    },
    ""timestamp"": 1626763808993,
    ""success"": true
}]",""
"passed","Fri Jul 23 14:10:07 CST 2021","Fri Jul 23 14:10:08 CST 2021","516","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_017-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1626229198000,
    ""sign"": ""086a8d3571376c9f574c75c20cd77e62f12a13401bb93c8a7aa203425d5461fa"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626769024670,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:37 CST 2021","Fri Jul 23 14:10:38 CST 2021","665","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_020-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""7ede925fb2b5fb1a075f6a208504c51449873254b2812cfdbd75c2090569d348"",
    ""legerId"":100000,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626769791227,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:03 CST 2021","Fri Jul 23 14:10:03 CST 2021","564","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_009-{ ""data"":{""idcardno"":""110105200101023500"",""sex"":""女"",""birthday"":""2000-01-02"",""name"":""不理不理""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""6f98cbaac1a2653f31c3b64f9afc392eba3e9b04b38d55df37b87408795aff99"",
    ""legerId"": 51,
    ""chainId"":54,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 0,
    ""msg"": ""合约账本必须有唯一Key"",
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626766189997,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:47 CST 2021","Fri Jul 23 14:09:48 CST 2021","449","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_022-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""7963cd541e3d702eea4f22a5b75772443df1f56c9b92cb76f52174b099fb69f4"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""N92bMb"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626770723148,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:13 CST 2021","Fri Jul 23 14:10:14 CST 2021","533","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_027-{ ""data"":null,
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d4f5ba89fe04d291d36126054fbf92dd28bfd37254580f4aa9daa69a902624f6"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""data"": [
            ""data不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626772385443,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:52 CST 2021","Fri Jul 23 14:10:52 CST 2021","699","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_040-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d7a971fd72ad6d5d5950158c362ae97398528808df7e827ea50ea797fbd23e55"",
    ""legerId"":48,
    ""chainId"":49,
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""appId"": [
            ""应用ID不能为空""
        ]
    },
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626773743616,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:39 CST 2021","Fri Jul 23 14:10:40 CST 2021","671","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_023-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""7963cd541e3d702eea4f22a5b75772443df1f56c9b92cb76f52174b099fb69f4"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""N92bMb"",
    ""clusterId"": 60
}-{
    ""code"": 401,
    ""msg"": ""无权限访问"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626770765456,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:54 CST 2021","Fri Jul 23 14:09:54 CST 2021","445","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_035-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""d564df170dcb929afe51752b221a1456fef2b4e043a850d4886eeafae4957338"",
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""legerId"": [
            ""账本ID不能为空""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626773347313,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:07 CST 2021","Fri Jul 23 14:10:07 CST 2021","523","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_016-{ ""data"":{""idcardno"":""110105200101029566"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874m"",
    ""timestamp"": 1941761698000,
    ""sign"": ""0dc10719475382eba093ac3a8dfcb95202f3c3691a0753c099491e10ec4f1e86"",
    ""legerId"": 48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""nonce"": [
            ""length must be between 7 and 7""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626768917355,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:22 CST 2021","Fri Jul 23 14:10:23 CST 2021","591","testcase","test_openApi","TestOpenAPI","","","test_data_query_error[SJCX_042-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""fe70fd95f82256444d8c2c8ee5d815fe586057285efacb2038ef5f49d22e8a19"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G""
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""clusterId"": [
            ""网络ID不能为空""
        ]
    },
    ""path"": ""/rest/data/query"",
    ""timestamp"": 1626773882242,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:10:30 CST 2021","Fri Jul 23 14:10:31 CST 2021","859","testcase","test_openApi","TestOpenAPI","","","test_data_check_error[SJHY_010-{ ""data"":{""idcardno"":""110105200101023500"",""sex"":""女"",""birthday"":""2000-01-02""},
    ""nonce"": ""one3874"",
    ""timestamp"": 1941761698000,
    ""sign"": ""7c3a6b0a001171b38b0be082147c680457d3fb6b39a9c50e019417da819c86e8"",
    ""legerId"": 50,
    ""chainId"":51,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 62
}-{
    ""code"": 500,
    ""msg"": ""合约执行失败"",
    ""path"": ""/rest/data/check"",
    ""timestamp"": 1626766378735,
    ""success"": false
}]",""
"passed","Fri Jul 23 14:09:51 CST 2021","Fri Jul 23 14:09:51 CST 2021","412","testcase","test_openApi","TestOpenAPI","","","test_data_save_error[SJSL_029-{ ""data"":{""idcardno"":""110105200001029753"",""sex"":""男"",""birthday"":""2000-01-02""},
    ""timestamp"": 1941761698000,
    ""sign"": ""9b02bb0b8abcfe909c973d144f3c1a7dae50646ea35be59dd88f8f23d35b2519"",
    ""legerId"":48,
    ""chainId"":49,
    ""appId"": ""rRHm0G"",
    ""clusterId"": 60
}-{
    ""code"": 901,
    ""msg"": ""参数错误"",
    ""data"": {
        ""nonce"": [
            ""7位随机数不能为空""
        ]
    },
    ""path"": ""/rest/data/save"",
    ""timestamp"": 1626772673059,
    ""success"": false
}]",""
